N_region,N_cont_region,N_recu_region,fecha_region,ID_region,Poblacion,num_region
Los Lagos,10,0,2020-04-06,10,891440,
Aysén,0,0,2020-04-06,11,107297,
Magallanes,31,0,2020-04-06,12,178362,
Arica y Parinacota,12,0,2020-04-07,15,252110,
Tarapacá,2,0,2020-04-07,01,382773,
Antofagasta,1,0,2020-04-07,02,691854,
Atacama,1,0,2020-04-07,03,314709,
Coquimbo,1,0,2020-04-07,04,836096,
Valparaíso,16,0,2020-04-07,05,1960170,
Metropolitana,106,0,2020-04-07,13,8125072,
O’Higgins,0,0,2020-04-07,06,991063,
Maule,0,0,2020-04-07,07,1131939,
Ñuble,48,0,2020-04-07,16,511551,
Biobío,27,0,2020-04-07,08,1663696,
Araucanía,50,0,2020-04-07,09,1014343,
Los Ríos,5,0,2020-04-07,14,405835,
Los Lagos,13,0,2020-04-07,10,891440,
Aysén,0,0,2020-04-07,11,107297,
Magallanes,19,0,2020-04-07,12,178362,
Arica y Parinacota,10,0,2020-04-08,15,252110,
Tarapacá,3,0,2020-04-08,01,382773,
Antofagasta,8,0,2020-04-08,02,691854,
Atacama,2,0,2020-04-08,03,314709,
Coquimbo,4,0,2020-04-08,04,836096,
Valparaíso,11,0,2020-04-08,05,1960170,
Metropolitana,198,0,2020-04-08,13,8125072,
O’Higgins,1,0,2020-04-08,06,991063,
Maule,11,0,2020-04-08,07,1131939,
Ñuble,39,0,2020-04-08,16,511551,
Biobío,29,0,2020-04-08,08,1663696,
Araucanía,57,0,2020-04-08,09,1014343,
Los Ríos,5,0,2020-04-08,14,405835,
Los Lagos,26,0,2020-04-08,10,891440,
Aysén,0,0,2020-04-08,11,107297,
Magallanes,26,0,2020-04-08,12,178362,
Arica y Parinacota,12,0,2020-04-09,15,252110,
Tarapacá,3,0,2020-04-09,01,382773,
Antofagasta,15,0,2020-04-09,02,691854,
Atacama,2,0,2020-04-09,03,314709,
Coquimbo,5,0,2020-04-09,04,836096,
Valparaíso,5,0,2020-04-09,05,1960170,
Metropolitana,284,0,2020-04-09,13,8125072,
O’Higgins,1,0,2020-04-09,06,991063,
Maule,9,0,2020-04-09,07,1131939,
Ñuble,10,0,2020-04-09,16,511551,
Biobío,21,0,2020-04-09,08,1663696,
Araucanía,20,0,2020-04-09,09,1014343,
Los Ríos,4,0,2020-04-09,14,405835,
Los Lagos,15,0,2020-04-09,10,891440,
Aysén,0,0,2020-04-09,11,107297,
Magallanes,20,0,2020-04-09,12,178362,
Arica y Parinacota,12,0,2020-04-10,15,252110,
Tarapacá,6,0,2020-04-10,01,382773,
Antofagasta,18,0,2020-04-10,02,691854,
Atacama,3,0,2020-04-10,03,314709,
Coquimbo,0,0,2020-04-10,04,836096,
Valparaíso,11,0,2020-04-10,05,1960170,
Metropolitana,361,0,2020-04-10,13,8125072,
O’Higgins,0,0,2020-04-10,06,991063,
Maule,3,0,2020-04-10,07,1131939,
Ñuble,18,0,2020-04-10,16,511551,
Biobío,14,0,2020-04-10,08,1663696,
Araucanía,23,0,2020-04-10,09,1014343,
Los Ríos,6,0,2020-04-10,14,405835,
Los Lagos,9,0,2020-04-10,10,891440,
Aysén,0,0,2020-04-10,11,107297,
Magallanes,45,0,2020-04-10,12,178362,
Arica y Parinacota,20,0,2020-04-11,15,252110,
Tarapacá,3,0,2020-04-11,01,382773,
Antofagasta,7,0,2020-04-11,02,691854,
Atacama,0,0,2020-04-11,03,314709,
Coquimbo,3,0,2020-04-11,04,836096,
Valparaíso,7,0,2020-04-11,05,1960170,
Metropolitana,255,0,2020-04-11,13,8125072,
O’Higgins,1,0,2020-04-11,06,991063,
Maule,3,0,2020-04-11,07,1131939,
Ñuble,17,0,2020-04-11,16,511551,
Biobío,16,0,2020-04-11,08,1663696,
Araucanía,27,0,2020-04-11,09,1014343,
Los Ríos,6,0,2020-04-11,14,405835,
Los Lagos,15,0,2020-04-11,10,891440,
Aysén,0,0,2020-04-11,11,107297,
Magallanes,46,0,2020-04-11,12,178362,
Arica y Parinacota,8,0,2020-04-12,15,252110,
Tarapacá,8,0,2020-04-12,01,382773,
Antofagasta,21,0,2020-04-12,02,691854,
Atacama,0,0,2020-04-12,03,314709,
Coquimbo,2,0,2020-04-12,04,836096,
Valparaíso,6,0,2020-04-12,05,1960170,
Metropolitana,151,0,2020-04-12,13,8125072,
O’Higgins,1,0,2020-04-12,06,991063,
Maule,4,0,2020-04-12,07,1131939,
Ñuble,7,0,2020-04-12,16,511551,
Biobío,10,0,2020-04-12,08,1663696,
Araucanía,36,0,2020-04-12,09,1014343,
Los Ríos,5,0,2020-04-12,14,405835,
Los Lagos,8,0,2020-04-12,10,891440,
Aysén,0,0,2020-04-12,11,107297,
Magallanes,19,0,2020-04-12,12,178362,
Arica y Parinacota,0,0,2020-04-13,15,252110,
Tarapacá,6,0,2020-04-13,01,382773,
Antofagasta,11,0,2020-04-13,02,691854,
Atacama,0,0,2020-04-13,03,314709,
Coquimbo,0,0,2020-04-13,04,836096,
Valparaíso,19,0,2020-04-13,05,1960170,
Metropolitana,204,0,2020-04-13,13,8125072,
O’Higgins,2,0,2020-04-13,06,991063,
Maule,3,0,2020-04-13,07,1131939,
Ñuble,5,0,2020-04-13,16,511551,
Biobío,12,0,2020-04-13,08,1663696,
Araucanía,20,0,2020-04-13,09,1014343,
Los Ríos,3,0,2020-04-13,14,405835,
Los Lagos,8,0,2020-04-13,10,891440,
Aysén,0,0,2020-04-13,11,107297,
Magallanes,19,0,2020-04-13,12,178362,
Arica y Parinacota,5,0,2020-04-14,15,252110,
Tarapacá,10,0,2020-04-14,01,382773,
Antofagasta,6,0,2020-04-14,02,691854,
Atacama,0,0,2020-04-14,03,314709,
Coquimbo,0,0,2020-04-14,04,836096,
Valparaíso,12,0,2020-04-14,05,1960170,
Metropolitana,283,0,2020-04-14,13,8125072,
O’Higgins,5,0,2020-04-14,06,991063,
Maule,1,0,2020-04-14,07,1131939,
Ñuble,4,0,2020-04-14,16,511551,
Biobío,16,0,2020-04-14,08,1663696,
Araucanía,21,0,2020-04-14,09,1014343,
Los Ríos,10,0,2020-04-14,14,405835,
Los Lagos,5,0,2020-04-14,10,891440,
Aysén,0,0,2020-04-14,11,107297,
Magallanes,14,0,2020-04-14,12,178362,
Arica y Parinacota,4,0,2020-04-15,15,252110,
Tarapacá,0,0,2020-04-15,01,382773,
Antofagasta,21,0,2020-04-15,02,691854,
Atacama,0,0,2020-04-15,03,314709,
Coquimbo,0,0,2020-04-15,04,836096,
Valparaíso,14,0,2020-04-15,05,1960170,
Metropolitana,248,0,2020-04-15,13,8125072,
O’Higgins,1,0,2020-04-15,06,991063,
Maule,10,0,2020-04-15,07,1131939,
Ñuble,12,0,2020-04-15,16,511551,
Biobío,14,0,2020-04-15,08,1663696,
Araucanía,10,0,2020-04-15,09,1014343,
Los Ríos,2,0,2020-04-15,14,405835,
Los Lagos,5,0,2020-04-15,10,891440,
Aysén,0,0,2020-04-15,11,107297,
Magallanes,15,0,2020-04-15,12,178362,
Arica y Parinacota,5,0,2020-04-16,15,252110,
Tarapacá,4,0,2020-04-16,01,382773,
Antofagasta,16,0,2020-04-16,02,691854,
Atacama,0,0,2020-04-16,03,314709,
Coquimbo,2,0,2020-04-16,04,836096,
Valparaíso,31,0,2020-04-16,05,1960170,
Metropolitana,348,0,2020-04-16,13,8125072,
O’Higgins,0,0,2020-04-16,06,991063,
Maule,15,0,2020-04-16,07,1131939,
Ñuble,5,0,2020-04-16,16,511551,
Biobío,17,0,2020-04-16,08,1663696,
Araucanía,56,0,2020-04-16,09,1014343,
Los Ríos,3,0,2020-04-16,14,405835,
Los Lagos,9,0,2020-04-16,10,891440,
Aysén,0,0,2020-04-16,11,107297,
Magallanes,23,0,2020-04-16,12,178362,
Arica y Parinacota,5,0,2020-04-17,15,252110,
Tarapacá,7,0,2020-04-17,01,382773,
Antofagasta,19,0,2020-04-17,02,691854,
Atacama,0,0,2020-04-17,03,314709,
Coquimbo,0,0,2020-04-17,04,836096,
Valparaíso,15,0,2020-04-17,05,1960170,
Metropolitana,233,0,2020-04-17,13,8125072,
O’Higgins,1,0,2020-04-17,06,991063,
Maule,56,0,2020-04-17,07,1131939,
Ñuble,17,0,2020-04-17,16,511551,
Biobío,19,0,2020-04-17,08,1663696,
Araucanía,25,0,2020-04-17,09,1014343,
Los Ríos,1,0,2020-04-17,14,405835,
Los Lagos,13,0,2020-04-17,10,891440,
Aysén,0,0,2020-04-17,11,107297,
Magallanes,34,0,2020-04-17,12,178362,
Arica y Parinacota,8,0,2020-04-18,15,252110,
Tarapacá,8,0,2020-04-18,01,382773,
Antofagasta,15,0,2020-04-18,02,691854,
Atacama,0,0,2020-04-18,03,314709,
Coquimbo,0,0,2020-04-18,04,836096,
Valparaíso,14,0,2020-04-18,05,1960170,
Metropolitana,277,0,2020-04-18,13,8125072,
O’Higgins,0,0,2020-04-18,06,991063,
Maule,53,0,2020-04-18,07,1131939,
Ñuble,11,0,2020-04-18,16,511551,
Biobío,28,0,2020-04-18,08,1663696,
Araucanía,37,0,2020-04-18,09,1014343,
Los Ríos,2,0,2020-04-18,14,405835,
Los Lagos,4,0,2020-04-18,10,891440,
Aysén,0,0,2020-04-18,11,107297,
Magallanes,21,0,2020-04-18,12,178362,
Arica y Parinacota,3,0,2020-04-19,15,252110,
Tarapacá,9,0,2020-04-19,01,382773,
Antofagasta,23,0,2020-04-19,02,691854,
Atacama,0,0,2020-04-19,03,314709,
Coquimbo,0,0,2020-04-19,04,836096,
Valparaíso,22,0,2020-04-19,05,1960170,
Metropolitana,189,0,2020-04-19,13,8125072,
O’Higgins,0,0,2020-04-19,06,991063,
Maule,26,0,2020-04-19,07,1131939,
Ñuble,11,0,2020-04-19,16,511551,
Biobío,10,0,2020-04-19,08,1663696,
Araucanía,28,0,2020-04-19,09,1014343,
Los Ríos,1,0,2020-04-19,14,405835,
Los Lagos,5,0,2020-04-19,10,891440,
Aysén,0,0,2020-04-19,11,107297,
Magallanes,31,0,2020-04-19,12,178362,
Arica y Parinacota,16,0,2020-04-20,15,252110,
Tarapacá,3,0,2020-04-20,01,382773,
Antofagasta,14,0,2020-04-20,02,691854,
Atacama,0,0,2020-04-20,03,314709,
Coquimbo,1,0,2020-04-20,04,836096,
Valparaíso,7,0,2020-04-20,05,1960170,
Metropolitana,262,0,2020-04-20,13,8125072,
O’Higgins,1,0,2020-04-20,06,991063,
Maule,2,0,2020-04-20,07,1131939,
Ñuble,9,0,2020-04-20,16,511551,
Biobío,10,0,2020-04-20,08,1663696,
Araucanía,73,0,2020-04-20,09,1014343,
Los Ríos,5,0,2020-04-20,14,405835,
Los Lagos,3,0,2020-04-20,10,891440,
Aysén,0,0,2020-04-20,11,107297,
Magallanes,13,0,2020-04-20,12,178362,
Arica y Parinacota,9,0,2020-04-21,15,252110,
Tarapacá,11,0,2020-04-21,01,382773,
Antofagasta,28,0,2020-04-21,02,691854,
Atacama,0,0,2020-04-21,03,314709,
Coquimbo,0,0,2020-04-21,04,836096,
Valparaíso,15,0,2020-04-21,05,1960170,
Metropolitana,145,0,2020-04-21,13,8125072,
O’Higgins,1,0,2020-04-21,06,991063,
Maule,12,0,2020-04-21,07,1131939,
Ñuble,7,0,2020-04-21,16,511551,
Biobío,10,0,2020-04-21,08,1663696,
Araucanía,47,0,2020-04-21,09,1014343,
Los Ríos,5,0,2020-04-21,14,405835,
Los Lagos,8,0,2020-04-21,10,891440,
Aysén,0,0,2020-04-21,11,107297,
Magallanes,27,0,2020-04-21,12,178362,
Arica y Parinacota,10,0,2020-04-22,15,252110,
Tarapacá,10,0,2020-04-22,01,382773,
Antofagasta,35,0,2020-04-22,02,691854,
Atacama,0,0,2020-04-22,03,314709,
Coquimbo,1,0,2020-04-22,04,836096,
Valparaíso,18,0,2020-04-22,05,1960170,
Metropolitana,295,0,2020-04-22,13,8125072,
O’Higgins,2,0,2020-04-22,06,991063,
Maule,12,0,2020-04-22,07,1131939,
Ñuble,9,0,2020-04-22,16,511551,
Biobío,22,0,2020-04-22,08,1663696,
Araucanía,21,0,2020-04-22,09,1014343,
Los Ríos,4,0,2020-04-22,14,405835,
Los Lagos,13,0,2020-04-22,10,891440,
Aysén,0,0,2020-04-22,11,107297,
Magallanes,12,0,2020-04-22,12,178362,
Arica y Parinacota,30,0,2020-04-23,15,252110,
Tarapacá,14,0,2020-04-23,01,382773,
Antofagasta,14,0,2020-04-23,02,691854,
Atacama,5,0,2020-04-23,03,314709,
Coquimbo,0,0,2020-04-23,04,836096,
Valparaíso,8,0,2020-04-23,05,1960170,
Metropolitana,351,0,2020-04-23,13,8125072,
O’Higgins,17,0,2020-04-23,06,991063,
Maule,5,0,2020-04-23,07,1131939,
Ñuble,5,0,2020-04-23,16,511551,
Biobío,17,0,2020-04-23,08,1663696,
Araucanía,29,0,2020-04-23,09,1014343,
Los Ríos,2,0,2020-04-23,14,405835,
Los Lagos,9,0,2020-04-23,10,891440,
Aysén,0,0,2020-04-23,11,107297,
Magallanes,10,0,2020-04-23,12,178362,
Arica y Parinacota,29,0,2020-04-24,15,252110,
Tarapacá,6,0,2020-04-24,01,382773,
Antofagasta,26,0,2020-04-24,02,691854,
Atacama,3,0,2020-04-24,03,314709,
Coquimbo,2,0,2020-04-24,04,836096,
Valparaíso,7,0,2020-04-24,05,1960170,
Metropolitana,327,0,2020-04-24,13,8125072,
O’Higgins,5,0,2020-04-24,06,991063,
Maule,16,0,2020-04-24,07,1131939,
Ñuble,7,0,2020-04-24,16,511551,
Biobío,8,0,2020-04-24,08,1663696,
Araucanía,42,0,2020-04-24,09,1014343,
Los Ríos,1,0,2020-04-24,14,405835,
Los Lagos,6,0,2020-04-24,10,891440,
Aysén,0,0,2020-04-24,11,107297,
Magallanes,9,0,2020-04-24,12,178362,
Arica y Parinacota,6,0,2020-04-25,15,252110,
Tarapacá,9,0,2020-04-25,01,382773,
Antofagasta,25,0,2020-04-25,02,691854,
Atacama,3,0,2020-04-25,03,314709,
Coquimbo,1,0,2020-04-25,04,836096,
Valparaíso,18,0,2020-04-25,05,1960170,
Metropolitana,404,0,2020-04-25,13,8125072,
O’Higgins,4,0,2020-04-25,06,991063,
Maule,1,0,2020-04-25,07,1131939,
Ñuble,10,0,2020-04-25,16,511551,
Biobío,13,0,2020-04-25,08,1663696,
Araucanía,19,0,2020-04-25,09,1014343,
Los Ríos,3,0,2020-04-25,14,405835,
Los Lagos,5,0,2020-04-25,10,891440,
Aysén,0,0,2020-04-25,11,107297,
Magallanes,31,0,2020-04-25,12,178362,
Arica y Parinacota,13,0,2020-04-27,15,252110,
Tarapacá,8,0,2020-04-27,01,382773,
Antofagasta,14,0,2020-04-27,02,691854,
Atacama,6,0,2020-04-27,03,314709,
Coquimbo,1,0,2020-04-27,04,836096,
Valparaíso,25,0,2020-04-27,05,1960170,
Metropolitana,362,0,2020-04-27,13,8125072,
O’Higgins,2,0,2020-04-27,06,991063,
Maule,9,0,2020-04-27,07,1131939,
Ñuble,10,0,2020-04-27,16,511551,
Biobío,3,0,2020-04-27,08,1663696,
Araucanía,20,0,2020-04-27,09,1014343,
Los Ríos,2,0,2020-04-27,14,405835,
Los Lagos,4,0,2020-04-27,10,891440,
Aysén,0,0,2020-04-27,11,107297,
Magallanes,3,0,2020-04-27,12,178362,
Arica y Parinacota,3,0,2020-04-28,15,252110,
Tarapacá,5,0,2020-04-28,01,382773,
Antofagasta,24,0,2020-04-28,02,691854,
Atacama,0,0,2020-04-28,03,314709,
Coquimbo,0,0,2020-04-28,04,836096,
Valparaíso,8,0,2020-04-28,05,1960170,
Metropolitana,442,0,2020-04-28,13,8125072,
O’Higgins,3,0,2020-04-28,06,991063,
Maule,21,0,2020-04-28,07,1131939,
Ñuble,6,0,2020-04-28,16,511551,
Biobío,3,0,2020-04-28,08,1663696,
Araucanía,15,0,2020-04-28,09,1014343,
Los Ríos,0,0,2020-04-28,14,405835,
Los Lagos,0,0,2020-04-28,10,891440,
Aysén,0,0,2020-04-28,11,107297,
Magallanes,22,0,2020-04-28,12,178362,
,,,,,,0.0
﻿Region,Casos nuevos totales,0,2020-04-29,,,
Arica y Parinacota,4,0,2020-04-29,15,252110,
Tarapacá,14,0,2020-04-29,01,382773,
Antofagasta,33,0,2020-04-29,02,691854,
Atacama,7,0,2020-04-29,03,314709,
Coquimbo,2,0,2020-04-29,04,836096,
Valparaíso,33,0,2020-04-29,05,1960170,
Metropolitana,589,0,2020-04-29,13,8125072,
O’Higgins,7,0,2020-04-29,06,991063,
Maule,8,0,2020-04-29,07,1131939,
Ñuble,14,0,2020-04-29,16,511551,
Biobío,10,0,2020-04-29,08,1663696,
Araucanía,22,0,2020-04-29,09,1014343,
Los Ríos,2,0,2020-04-29,14,405835,
Los Lagos,4,0,2020-04-29,10,891440,
Aysén,0,0,2020-04-29,11,107297,
Magallanes,21,0,2020-04-29,12,178362,
Arica y Parinacota,7,0,2020-04-30,15,252110,
Tarapacá,15,0,2020-04-30,01,382773,
Antofagasta,32,0,2020-04-30,02,691854,
Atacama,1,0,2020-04-30,03,314709,
Coquimbo,0,0,2020-04-30,04,836096,
Valparaíso,33,0,2020-04-30,05,1960170,
Metropolitana,736,0,2020-04-30,13,8125072,
O’Higgins,4,0,2020-04-30,06,991063,
Maule,1,0,2020-04-30,07,1131939,
Ñuble,7,0,2020-04-30,16,511551,
Biobío,8,0,2020-04-30,08,1663696,
Araucanía,20,0,2020-04-30,09,1014343,
Los Ríos,7,0,2020-04-30,14,405835,
Los Lagos,6,0,2020-04-30,10,891440,
Aysén,0,0,2020-04-30,11,107297,
Magallanes,11,0,2020-04-30,12,178362,
Arica y Parinacota,18,0,2020-05-01,15,252110,
Tarapacá,2,0,2020-05-01,01,382773,
Antofagasta,43,0,2020-05-01,02,691854,
Atacama,0,0,2020-05-01,03,314709,
Coquimbo,1,0,2020-05-01,04,836096,
Valparaíso,9,0,2020-05-01,05,1960170,
Metropolitana,891,0,2020-05-01,13,8125072,
O’Higgins,1,0,2020-05-01,06,991063,
Maule,1,0,2020-05-01,07,1131939,
Ñuble,0,0,2020-05-01,16,511551,
Biobío,2,0,2020-05-01,08,1663696,
Araucanía,2,0,2020-05-01,09,1014343,
Los Ríos,0,0,2020-05-01,14,405835,
Los Lagos,14,0,2020-05-01,10,891440,
Aysén,0,0,2020-05-01,11,107297,
Magallanes,1,0,2020-05-01,12,178362,
Arica y Parinacota,10,0,2020-05-02,15,252110,
Tarapacá,12,0,2020-05-02,01,382773,
Antofagasta,90,0,2020-05-02,02,691854,
Atacama,16,0,2020-05-02,03,314709,
Coquimbo,1,0,2020-05-02,04,836096,
Valparaíso,46,0,2020-05-02,05,1960170,
Metropolitana,1145,0,2020-05-02,13,8125072,
O’Higgins,11,0,2020-05-02,06,991063,
Maule,2,0,2020-05-02,07,1131939,
Ñuble,8,0,2020-05-02,16,511551,
Biobío,22,0,2020-05-02,08,1663696,
Araucanía,19,0,2020-05-02,09,1014343,
Los Ríos,7,0,2020-05-02,14,405835,
Los Lagos,12,0,2020-05-02,10,891440,
Aysén,0,0,2020-05-02,11,107297,
Magallanes,26,0,2020-05-02,12,178362,
Arica y Parinacota,1,0,2020-05-03,15,252110,
Tarapacá,60,0,2020-05-03,01,382773,
Antofagasta,61,0,2020-05-03,02,691854,
Atacama,8,0,2020-05-03,03,314709,
Coquimbo,10,0,2020-05-03,04,836096,
Valparaíso,24,0,2020-05-03,05,1960170,
Metropolitana,995,0,2020-05-03,13,8125072,
O’Higgins,5,0,2020-05-03,06,991063,
Maule,1,0,2020-05-03,07,1131939,
Ñuble,10,0,2020-05-03,16,511551,
Biobío,8,0,2020-05-03,08,1663696,
Araucanía,14,0,2020-05-03,09,1014343,
Los Ríos,2,0,2020-05-03,14,405835,
Los Lagos,4,0,2020-05-03,10,891440,
Aysén,0,0,2020-05-03,11,107297,
Magallanes,25,0,2020-05-03,12,178362,
Arica y Parinacota,0,0,2020-05-04,15,252110,
Tarapacá,23,0,2020-05-04,01,382773,
Antofagasta,20,0,2020-05-04,02,691854,
Atacama,3,0,2020-05-04,03,314709,
Coquimbo,3,0,2020-05-04,04,836096,
Valparaíso,18,0,2020-05-04,05,1960170,
Metropolitana,872,0,2020-05-04,13,8125072,
O’Higgins,6,0,2020-05-04,06,991063,
Maule,2,0,2020-05-04,07,1131939,
Ñuble,1,0,2020-05-04,16,511551,
Biobío,3,0,2020-05-04,08,1663696,
Araucanía,3,0,2020-05-04,09,1014343,
Los Ríos,1,0,2020-05-04,14,405835,
Los Lagos,7,0,2020-05-04,10,891440,
Aysén,0,0,2020-05-04,11,107297,
Magallanes,18,0,2020-05-04,12,178362,
Arica y Parinacota,7,0,2020-05-05,15,252110,
Tarapacá,27,0,2020-05-05,01,382773,
Antofagasta,51,0,2020-05-05,02,691854,
Atacama,8,0,2020-05-05,03,314709,
Coquimbo,6,0,2020-05-05,04,836096,
Valparaíso,31,0,2020-05-05,05,1960170,
Metropolitana,1179,0,2020-05-05,13,8125072,
O’Higgins,5,0,2020-05-05,06,991063,
Maule,9,0,2020-05-05,07,1131939,
Ñuble,2,0,2020-05-05,16,511551,
Biobío,12,0,2020-05-05,08,1663696,
Araucanía,21,0,2020-05-05,09,1014343,
Los Ríos,0,0,2020-05-05,14,405835,
Los Lagos,1,0,2020-05-05,10,891440,
Aysén,0,0,2020-05-05,11,107297,
Magallanes,14,0,2020-05-05,12,178362,
Arica y Parinacota,3,0,2020-05-06,15,252110,
Tarapacá,17,0,2020-05-06,01,382773,
Antofagasta,44,0,2020-05-06,02,691854,
Atacama,2,0,2020-05-06,03,314709,
Coquimbo,0,0,2020-05-06,04,836096,
Valparaíso,29,0,2020-05-06,05,1960170,
Metropolitana,875,0,2020-05-06,13,8125072,
O’Higgins,9,0,2020-05-06,06,991063,
Maule,0,0,2020-05-06,07,1131939,
Ñuble,2,0,2020-05-06,16,511551,
Biobío,15,0,2020-05-06,08,1663696,
Araucanía,10,0,2020-05-06,09,1014343,
Los Ríos,1,0,2020-05-06,14,405835,
Los Lagos,16,0,2020-05-06,10,891440,
Aysén,0,0,2020-05-06,11,107297,
Magallanes,9,0,2020-05-06,12,178362,
Arica y Parinacota,7,0,2020-05-07,15,252110,
Tarapacá,78,0,2020-05-07,01,382773,
Antofagasta,40,0,2020-05-07,02,691854,
Atacama,7,0,2020-05-07,03,314709,
Coquimbo,3,0,2020-05-07,04,836096,
Valparaíso,65,0,2020-05-07,05,1960170,
Metropolitana,1246,0,2020-05-07,13,8125072,
O’Higgins,6,0,2020-05-07,06,991063,
Maule,6,0,2020-05-07,07,1131939,
Ñuble,2,0,2020-05-07,16,511551,
Biobío,25,0,2020-05-07,08,1663696,
Araucanía,23,0,2020-05-07,09,1014343,
Los Ríos,2,0,2020-05-07,14,405835,
Los Lagos,4,0,2020-05-07,10,891440,
Aysén,1,0,2020-05-07,11,107297,
Magallanes,18,0,2020-05-07,12,178362,
Arica y Parinacota,2,0,2020-05-08,15,252110,
Tarapacá,42,0,2020-05-08,01,382773,
Antofagasta,28,0,2020-05-08,02,691854,
Atacama,1,0,2020-05-08,03,314709,
Coquimbo,11,0,2020-05-08,04,836096,
Valparaíso,47,0,2020-05-08,05,1960170,
Metropolitana,1151,0,2020-05-08,13,8125072,
O’Higgins,16,0,2020-05-08,06,991063,
Maule,11,0,2020-05-08,07,1131939,
Ñuble,1,0,2020-05-08,16,511551,
Biobío,28,0,2020-05-08,08,1663696,
Araucanía,18,0,2020-05-08,09,1014343,
Los Ríos,1,0,2020-05-08,14,405835,
Los Lagos,3,0,2020-05-08,10,891440,
Aysén,0,0,2020-05-08,11,107297,
Magallanes,31,0,2020-05-08,12,178362,
Arica y Parinacota,10,0,2020-05-09,15,252110,
Tarapacá,26,0,2020-05-09,01,382773,
Antofagasta,24,0,2020-05-09,02,691854,
Atacama,29,0,2020-05-09,03,314709,
Coquimbo,18,0,2020-05-09,04,836096,
Valparaíso,50,0,2020-05-09,05,1960170,
Metropolitana,978,0,2020-05-09,13,8125072,
O’Higgins,15,0,2020-05-09,06,991063,
Maule,7,0,2020-05-09,07,1131939,
Ñuble,7,0,2020-05-09,16,511551,
Biobío,40,0,2020-05-09,08,1663696,
Araucanía,15,0,2020-05-09,09,1014343,
Los Ríos,3,0,2020-05-09,14,405835,
Los Lagos,11,0,2020-05-09,10,891440,
Aysén,0,0,2020-05-09,11,107297,
Magallanes,14,0,2020-05-09,12,178362,
Arica y Parinacota,3,0,2020-05-10,15,252110,
Tarapacá,35,0,2020-05-10,01,382773,
Antofagasta,31,0,2020-05-10,02,691854,
Atacama,7,0,2020-05-10,03,314709,
Coquimbo,6,0,2020-05-10,04,836096,
Valparaíso,55,0,2020-05-10,05,1960170,
Metropolitana,1396,0,2020-05-10,13,8125072,
O’Higgins,13,0,2020-05-10,06,991063,
Maule,9,0,2020-05-10,07,1131939,
Ñuble,11,0,2020-05-10,16,511551,
Biobío,17,0,2020-05-10,08,1663696,
Araucanía,36,0,2020-05-10,09,1014343,
Los Ríos,0,0,2020-05-10,14,405835,
Los Lagos,16,0,2020-05-10,10,891440,
Aysén,0,0,2020-05-10,11,107297,
Magallanes,12,0,2020-05-10,12,178362,
Arica y Parinacota,11,0,2020-05-11,15,252110,
Tarapacá,27,0,2020-05-11,01,382773,
Antofagasta,36,0,2020-05-11,02,691854,
Atacama,9,0,2020-05-11,03,314709,
Coquimbo,5,0,2020-05-11,04,836096,
Valparaíso,37,0,2020-05-11,05,1960170,
Metropolitana,964,0,2020-05-11,13,8125072,
O’Higgins,21,0,2020-05-11,06,991063,
Maule,13,0,2020-05-11,07,1131939,
Ñuble,2,0,2020-05-11,16,511551,
Biobío,33,0,2020-05-11,08,1663696,
Araucanía,12,0,2020-05-11,09,1014343,
Los Ríos,2,0,2020-05-11,14,405835,
Los Lagos,17,0,2020-05-11,10,891440,
Aysén,0,0,2020-05-11,11,107297,
Magallanes,8,0,2020-05-11,12,178362,
Arica y Parinacota,0,0,2020-05-12,15,252110,
Tarapacá,31,0,2020-05-12,01,382773,
Antofagasta,95,0,2020-05-12,02,691854,
Atacama,1,0,2020-05-12,03,314709,
Coquimbo,8,0,2020-05-12,04,836096,
Valparaíso,59,0,2020-05-12,05,1960170,
Metropolitana,1392,0,2020-05-12,13,8125072,
O’Higgins,8,0,2020-05-12,06,991063,
Maule,12,0,2020-05-12,07,1131939,
Ñuble,12,0,2020-05-12,16,511551,
Biobío,10,0,2020-05-12,08,1663696,
Araucanía,16,0,2020-05-12,09,1014343,
Los Ríos,3,0,2020-05-12,14,405835,
Los Lagos,2,0,2020-05-12,10,891440,
Aysén,0,0,2020-05-12,11,107297,
Magallanes,9,0,2020-05-12,12,178362,
Arica y Parinacota,8,0,2020-05-13,15,252110,
Tarapacá,37,0,2020-05-13,01,382773,
Antofagasta,107,0,2020-05-13,02,691854,
Atacama,5,0,2020-05-13,03,314709,
Coquimbo,5,0,2020-05-13,04,836096,
Valparaíso,94,0,2020-05-13,05,1960170,
Metropolitana,2256,0,2020-05-13,13,8125072,
O’Higgins,24,0,2020-05-13,06,991063,
Maule,19,0,2020-05-13,07,1131939,
Ñuble,13,0,2020-05-13,16,511551,
Biobío,33,0,2020-05-13,08,1663696,
Araucanía,13,0,2020-05-13,09,1014343,
Los Ríos,1,0,2020-05-13,14,405835,
Los Lagos,34,0,2020-05-13,10,891440,
Aysén,0,0,2020-05-13,11,107297,
Magallanes,11,0,2020-05-13,12,178362,
Arica y Parinacota,4,0,2020-05-14,15,252110,
Tarapacá,67,0,2020-05-14,01,382773,
Antofagasta,61,0,2020-05-14,02,691854,
Atacama,1,0,2020-05-14,03,314709,
Coquimbo,12,0,2020-05-14,04,836096,
Valparaíso,90,0,2020-05-14,05,1960170,
